P,DB,Issue,Type,Q,Answer,Time,SGLT,mental,physical,temporal,performance,effort,frustration,avg_others,avg_all
a7ed60dcc6fa25931e17c3c870785c1a,7,DataUnderstanding,Baseline,1,1,1.90,4,2,2,0,20,0,0,0.8,4.00
a7ed60dcc6fa25931e17c3c870785c1a,3,Order&Grouping,Baseline,2,1,9.62,4,8,6,4,16,8,6,6.4,8.00
a7ed60dcc6fa25931e17c3c870785c1a,8,DataUnderstanding,Intervention,1,1,5.63,4,4,4,2,14,6,10,5.2,6.67
a7ed60dcc6fa25931e17c3c870785c1a,4,Order&Grouping,Intervention,2,0,6.33,4,10,4,2,16,8,4,5.6,7.33
a7ed60dcc6fa25931e17c3c870785c1a,7,DataUnderstanding,Baseline,2,0,5.77,4,8,4,2,12,6,10,6,7.00
a7ed60dcc6fa25931e17c3c870785c1a,2,InforOverload,Intervention,1,1,1.25,4,2,2,0,20,0,0,0.8,4.00
a7ed60dcc6fa25931e17c3c870785c1a,8,DataUnderstanding,Intervention,2,0,4.27,4,2,4,2,16,4,12,4.8,6.67
a7ed60dcc6fa25931e17c3c870785c1a,3,Order&Grouping,Baseline,1,1,4.53,4,4,2,2,10,2,10,4,5.00
a7ed60dcc6fa25931e17c3c870785c1a,6,DataPresentation,Intervention,2,1,6.80,4,2,14,4,20,14,10,8.8,10.67
a7ed60dcc6fa25931e17c3c870785c1a,5,DataPresentation,Baseline,1,1,1.53,4,1,1,0,20,0,0,0.4,3.67
5239a8e0f711e4c71bad7475fcdea8f9,1,InforOverload,Baseline,2,1,2.52,3,14,10,0,14,14,2,8.00,9.00
5239a8e0f711e4c71bad7475fcdea8f9,2,InforOverload,Intervention,1,1,2.38,3,12,10,0,14,12,1,7,8.17
5239a8e0f711e4c71bad7475fcdea8f9,6,DataPresentation,Intervention,2,1,2.53,3,10,10,0,12,10,1,6.2,7.17
5239a8e0f711e4c71bad7475fcdea8f9,2,InforOverload,Intervention,2,1,3.42,3,12,10,0,12,12,2,7.2,8.00
5239a8e0f711e4c71bad7475fcdea8f9,7,DataUnderstanding,Baseline,2,1,4.92,3,14,12,0,12,14,3,8.6,9.17
5239a8e0f711e4c71bad7475fcdea8f9,3,Order&Grouping,Baseline,1,1,1.88,3,11,10,0,12,11,2,6.8,7.67
5239a8e0f711e4c71bad7475fcdea8f9,4,Order&Grouping,Intervention,2,1,4.27,3,14,12,0,10,14,4,8.8,9.00
5239a8e0f711e4c71bad7475fcdea8f9,4,Order&Grouping,Intervention,1,0,4.63,3,12,10,0,8,12,6,8,8.00
5239a8e0f711e4c71bad7475fcdea8f9,7,DataUnderstanding,Baseline,1,0,2.25,3,12,10,0,12,10,3,7,7.83
5239a8e0f711e4c71bad7475fcdea8f9,8,DataUnderstanding,Intervention,1,0,3.02,3,15,10,0,13,0,3,5.6,6.83
5239a8e0f711e4c71bad7475fcdea8f9,8,DataUnderstanding,Intervention,2,0,2.27,3,10,14,0,0,12,8,8.8,7.33
5239a8e0f711e4c71bad7475fcdea8f9,3,Order&Grouping,Baseline,2,1,2.22,3,12,10,0,12,12,2,7.2,8.00
5239a8e0f711e4c71bad7475fcdea8f9,6,DataPresentation,Intervention,1,1,1.32,3,10,10,0,14,10,0,6,7.33
5239a8e0f711e4c71bad7475fcdea8f9,1,InforOverload,Baseline,1,0,0.92,3,10,10,0,14,10,0,6,7.33
5239a8e0f711e4c71bad7475fcdea8f9,5,DataPresentation,Baseline,1,0,1.78,3,12,10,0,14,10,2,6.8,8.00
5239a8e0f711e4c71bad7475fcdea8f9,5,DataPresentation,Baseline,2,1,1.93,3,13,10,0,14,0,2,5,6.50
f590b75b4bc22329e5c17f9a2386beab,4,Order&Grouping,Intervention,2,0,5.08,2,10,2,6,11,12,9,7.80,8.33
f590b75b4bc22329e5c17f9a2386beab,6,DataPresentation,Intervention,2,1,1.23,2,2,0,2,14,1,3,1.6,3.67
f590b75b4bc22329e5c17f9a2386beab,2,InforOverload,Intervention,2,1,3.57,2,9,2,7,9,11,8,7.4,7.67
f590b75b4bc22329e5c17f9a2386beab,7,DataUnderstanding,Baseline,1,1,2.48,2,3,1,1,16,4,2,2.2,4.50
f590b75b4bc22329e5c17f9a2386beab,3,Order&Grouping,Baseline,1,1,1.33,2,1,2,3,15,1,4,2.2,4.33
f590b75b4bc22329e5c17f9a2386beab,6,DataPresentation,Intervention,1,1,1.33,2,3,1,3,17,1,1,1.8,4.33
f590b75b4bc22329e5c17f9a2386beab,1,InforOverload,Baseline,2,0,3.75,2,8,1,7,3,19,10,9,8.00
f590b75b4bc22329e5c17f9a2386beab,5,DataPresentation,Baseline,1,1,1.43,2,1,1,1,14,1,2,1.2,3.33
f590b75b4bc22329e5c17f9a2386beab,5,DataPresentation,Baseline,2,1,1.07,2,1,2,3,18,1,2,1.8,4.50
f590b75b4bc22329e5c17f9a2386beab,8,DataUnderstanding,Intervention,2,1,1.37,2,1,0,2,3,1,3,1.4,1.67
f590b75b4bc22329e5c17f9a2386beab,7,DataUnderstanding,Baseline,2,0,1.68,2,3,0,1,2,6,4,2.8,2.67
f590b75b4bc22329e5c17f9a2386beab,3,Order&Grouping,Baseline,2,0,2.75,2,0,0,0,0,0,7,1.4,1.17
f590b75b4bc22329e5c17f9a2386beab,2,InforOverload,Intervention,1,1,0.97,2,1,1,5,19,3,1,2.2,5.00
f590b75b4bc22329e5c17f9a2386beab,4,Order&Grouping,Intervention,1,0,1.50,2,2,1,0,9,1,0,0.8,2.17
f590b75b4bc22329e5c17f9a2386beab,1,InforOverload,Baseline,1,0,0.70,2,1,2,3,3,0,6,2.4,2.50
f590b75b4bc22329e5c17f9a2386beab,8,DataUnderstanding,Intervention,1,1,1.82,2,0,0,0,2,0,0,0,0.33
75fa02012a4940040dcb0e2b1afead5f,2,InforOverload,Intervention,1,1,3.37,1,4,2,5,12,5,7,4.60,5.83
75fa02012a4940040dcb0e2b1afead5f,3,Order&Grouping,Baseline,2,0,5.87,1,7,4,6,8,8,9,6.8,7.00
75fa02012a4940040dcb0e2b1afead5f,3,Order&Grouping,Baseline,1,1,2.92,1,6,4,6,11,6,7,5.8,6.67
75fa02012a4940040dcb0e2b1afead5f,1,InforOverload,Baseline,2,1,2.08,1,4,2,5,11,5,6,4.4,5.50
75fa02012a4940040dcb0e2b1afead5f,5,DataPresentation,Baseline,1,0,1.57,1,2,2,4,12,4,5,3.4,4.83
75fa02012a4940040dcb0e2b1afead5f,7,DataUnderstanding,Baseline,2,0,3.38,1,5,4,6,8,6,8,5.8,6.17
75fa02012a4940040dcb0e2b1afead5f,5,DataPresentation,Baseline,2,0,5.20,1,4,4,5,10,6,7,5.2,6.00
75fa02012a4940040dcb0e2b1afead5f,6,DataPresentation,Intervention,1,1,1.32,1,3,3,4,11,4,6,4,5.17
75fa02012a4940040dcb0e2b1afead5f,1,InforOverload,Baseline,1,0,1.52,1,5,3,5,11,5,5,4.6,5.67
75fa02012a4940040dcb0e2b1afead5f,7,DataUnderstanding,Baseline,1,1,1.58,1,4,3,5,10,5,6,4.6,5.50
75fa02012a4940040dcb0e2b1afead5f,2,InforOverload,Intervention,2,1,3.47,1,5,3,5,10,6,5,4.8,5.67
75fa02012a4940040dcb0e2b1afead5f,4,Order&Grouping,Intervention,1,1,1.55,1,4,3,5,11,4,5,4.2,5.33
75fa02012a4940040dcb0e2b1afead5f,6,DataPresentation,Intervention,2,1,6.28,1,4,2,5,11,5,6,4.4,5.50
75fa02012a4940040dcb0e2b1afead5f,8,DataUnderstanding,Intervention,2,1,2.37,1,5,3,5,7,5,8,5.2,5.50
75fa02012a4940040dcb0e2b1afead5f,4,Order&Grouping,Intervention,2,0,8.05,1,4,3,6,9,5,5,4.6,5.33
75fa02012a4940040dcb0e2b1afead5f,8,DataUnderstanding,Intervention,1,1,2.93,1,6,3,6,7,6,7,5.6,5.83
3f4c532dad81f076e92a935b19f9330c,2,InforOverload,Intervention,2,0,6.98,3,12,8,8,8,6,12,9.20,9.00
3f4c532dad81f076e92a935b19f9330c,4,Order&Grouping,Intervention,2,0,3.53,3,6,6,4,0,0,12,5.6,4.67
3f4c532dad81f076e92a935b19f9330c,2,InforOverload,Intervention,1,1,1.07,3,1,1,1,19,1,2,1.2,4.17
3f4c532dad81f076e92a935b19f9330c,7,DataUnderstanding,Baseline,1,1,3.43,3,6,5,5,17,2,6,4.8,6.83
3f4c532dad81f076e92a935b19f9330c,1,InforOverload,Baseline,1,0,8.07,3,6,2,4,18,2,4,3.6,6.00
3f4c532dad81f076e92a935b19f9330c,5,DataPresentation,Baseline,1,0,14.05,3,3,3,2,14,2,2,2.4,4.33
3f4c532dad81f076e92a935b19f9330c,1,InforOverload,Baseline,2,1,1.87,3,3,3,2,15,2,2,2.4,4.50
3f4c532dad81f076e92a935b19f9330c,8,DataUnderstanding,Intervention,2,0,3.33,3,6,4,4,0,6,10,6,5.00
3f4c532dad81f076e92a935b19f9330c,6,DataPresentation,Intervention,2,1,6.67,3,4,2,2,14,2,2,2.4,4.33
3f4c532dad81f076e92a935b19f9330c,6,DataPresentation,Intervention,1,1,1.22,3,2,2,2,15,2,2,2,4.17
3f4c532dad81f076e92a935b19f9330c,3,Order&Grouping,Baseline,2,1,1.70,3,6,5,3,17,2,2,3.6,5.83
3f4c532dad81f076e92a935b19f9330c,4,Order&Grouping,Intervention,1,1,2.60,3,6,3,4,16,2,4,3.8,5.83
3f4c532dad81f076e92a935b19f9330c,3,Order&Grouping,Baseline,1,1,2.07,3,4,2,2,16,4,2,2.8,5.00
3f4c532dad81f076e92a935b19f9330c,8,DataUnderstanding,Intervention,1,1,3.07,3,14,10,6,6,16,4,10,9.33
3f4c532dad81f076e92a935b19f9330c,5,DataPresentation,Baseline,2,1,1.75,3,8,6,2,16,6,3,5,6.83
3f4c532dad81f076e92a935b19f9330c,7,DataUnderstanding,Baseline,2,1,1.97,3,12,8,6,12,4,4,6.8,7.67
d34a7cf604be34ea8c9a44ba6167d500,6,DataPresentation,Intervention,1,0,3.35,4,20,4,20,10,20,10,14.80,14.00
d34a7cf604be34ea8c9a44ba6167d500,4,Order&Grouping,Intervention,1,0,10.27,4,20,9,20,8,20,20,17.8,16.17
d34a7cf604be34ea8c9a44ba6167d500,1,InforOverload,Baseline,2,1,2.80,4,11,11,11,10,10,10,10.6,10.50
d34a7cf604be34ea8c9a44ba6167d500,3,Order&Grouping,Baseline,2,1,1.95,4,17,8,15,13,14,11,13,13.00
d34a7cf604be34ea8c9a44ba6167d500,1,InforOverload,Baseline,1,0,1.87,4,20,9,11,10,9,10,11.8,11.50
d34a7cf604be34ea8c9a44ba6167d500,7,DataUnderstanding,Baseline,2,0,1.53,4,20,20,20,0,20,20,20,16.67
d34a7cf604be34ea8c9a44ba6167d500,7,DataUnderstanding,Baseline,1,1,1.42,4,20,10,10,9,13,13,13.2,12.50
d34a7cf604be34ea8c9a44ba6167d500,6,DataPresentation,Intervention,2,1,1.45,4,20,10,9,9,9,10,11.6,11.17
d34a7cf604be34ea8c9a44ba6167d500,5,DataPresentation,Baseline,2,0,1.47,4,11,10,9,9,9,10,9.8,9.67
d34a7cf604be34ea8c9a44ba6167d500,4,Order&Grouping,Intervention,2,0,2.55,4,8,10,9,2,15,14,11.2,9.67
d34a7cf604be34ea8c9a44ba6167d500,2,InforOverload,Intervention,2,1,2.55,4,20,11,11,2,16,15,14.6,12.50
d34a7cf604be34ea8c9a44ba6167d500,5,DataPresentation,Baseline,1,0,1.18,4,9,8,9,2,10,11,9.4,8.17
d34a7cf604be34ea8c9a44ba6167d500,8,DataUnderstanding,Intervention,1,0,2.57,4,12,11,10,0,9,10,10.4,8.67
d34a7cf604be34ea8c9a44ba6167d500,3,Order&Grouping,Baseline,1,0,1.13,4,9,8,8,4,5,5,7,6.50
d34a7cf604be34ea8c9a44ba6167d500,8,DataUnderstanding,Intervention,2,1,1.70,4,10,10,10,7,6,7,8.6,8.33
d34a7cf604be34ea8c9a44ba6167d500,2,InforOverload,Intervention,1,1,0.58,4,10,10,10,10,10,10,10,10.00
1b6f5c597751c3349b3a4e29a2366d35,5,DataPresentation,Baseline,1,1,5.40,2,2,0,0,20,0,0,0.40,3.67
1b6f5c597751c3349b3a4e29a2366d35,2,InforOverload,Intervention,1,1,2.87,2,3,0,0,20,1,0,0.8,4.00
1b6f5c597751c3349b3a4e29a2366d35,8,DataUnderstanding,Intervention,1,1,6.70,2,16,2,12,8,19,18,13.4,12.50
1b6f5c597751c3349b3a4e29a2366d35,5,DataPresentation,Baseline,2,0,3.65,2,4,0,0,18,2,0,1.2,4.00
1b6f5c597751c3349b3a4e29a2366d35,7,DataUnderstanding,Baseline,2,0,4.73,2,10,0,4,16,11,8,6.6,8.17
1b6f5c597751c3349b3a4e29a2366d35,6,DataPresentation,Intervention,2,0,2.58,2,16,0,0,20,14,4,6.8,9.00
1b6f5c597751c3349b3a4e29a2366d35,6,DataPresentation,Intervention,1,1,1.98,2,0,0,0,20,0,0,0,3.33
1b6f5c597751c3349b3a4e29a2366d35,7,DataUnderstanding,Baseline,1,1,2.17,2,1,0,0,20,1,0,0.4,3.67
1b6f5c597751c3349b3a4e29a2366d35,4,Order&Grouping,Intervention,1,0,2.28,2,0,4,0,20,4,0,1.6,4.67
1b6f5c597751c3349b3a4e29a2366d35,1,InforOverload,Baseline,1,0,1.07,2,0,1,0,20,0,0,0.2,3.50
1b6f5c597751c3349b3a4e29a2366d35,3,Order&Grouping,Baseline,1,1,1.80,2,4,2,0,20,1,0,1.4,4.50
1b6f5c597751c3349b3a4e29a2366d35,2,InforOverload,Intervention,2,0,3.23,2,15,4,7,10,14,8,9.6,9.67
1b6f5c597751c3349b3a4e29a2366d35,1,InforOverload,Baseline,2,0,2.42,2,3,0,0,17,7,2,2.4,4.83
1b6f5c597751c3349b3a4e29a2366d35,3,Order&Grouping,Baseline,2,0,3.35,2,13,3,9,6,14,13,10.4,9.67
1b6f5c597751c3349b3a4e29a2366d35,4,Order&Grouping,Intervention,2,1,2.07,2,8,2,0,12,10,5,5,6.17
1b6f5c597751c3349b3a4e29a2366d35,8,DataUnderstanding,Intervention,2,1,1.80,2,4,0,0,14,8,2,2.8,4.67
3c54e5e2f13a11b6968318488150d4e7,7,DataUnderstanding,Baseline,1,0,6.08,1,6,2,4,1,5,4,4.20,3.67
3c54e5e2f13a11b6968318488150d4e7,1,InforOverload,Baseline,2,1,3.03,1,2,1,0,20,1,0,0.8,4.00
3c54e5e2f13a11b6968318488150d4e7,4,Order&Grouping,Intervention,1,0,3.77,1,10,2,2,10,10,10,6.8,7.33
3c54e5e2f13a11b6968318488150d4e7,7,DataUnderstanding,Baseline,2,1,4.23,1,2,0,0,12,8,2,2.4,4.00
3c54e5e2f13a11b6968318488150d4e7,5,DataPresentation,Baseline,2,1,2.23,1,2,1,1,12,6,6,3.2,4.67
3c54e5e2f13a11b6968318488150d4e7,5,DataPresentation,Baseline,1,0,2.93,1,10,8,2,8,10,5,7,7.17
3c54e5e2f13a11b6968318488150d4e7,2,InforOverload,Intervention,2,1,2.40,1,10,5,5,12,8,4,6.4,7.33
3c54e5e2f13a11b6968318488150d4e7,2,InforOverload,Intervention,1,1,0.97,1,0,2,2,10,6,2,2.4,3.67
3c54e5e2f13a11b6968318488150d4e7,6,DataPresentation,Intervention,1,1,1.57,1,4,2,2,10,5,2,3,4.17
3c54e5e2f13a11b6968318488150d4e7,8,DataUnderstanding,Intervention,2,0,3.17,1,8,4,4,13,10,5,6.2,7.33
3c54e5e2f13a11b6968318488150d4e7,6,DataPresentation,Intervention,2,1,2.32,1,7,4,2,10,6,2,4.2,5.17
3c54e5e2f13a11b6968318488150d4e7,4,Order&Grouping,Intervention,2,0,4.13,1,8,6,4,6,10,6,6.8,6.67
3c54e5e2f13a11b6968318488150d4e7,1,InforOverload,Baseline,1,0,2.05,1,6,3,2,10,8,4,4.6,5.50
3c54e5e2f13a11b6968318488150d4e7,3,Order&Grouping,Baseline,2,1,3.90,1,6,10,8,6,10,10,8.8,8.33
3c54e5e2f13a11b6968318488150d4e7,3,Order&Grouping,Baseline,1,1,1.82,1,6,6,4,10,7,4,5.4,6.17
3c54e5e2f13a11b6968318488150d4e7,8,DataUnderstanding,Intervention,1,1,2.37,1,10,2,2,8,10,2,5.2,5.67
6d59e2c4a6f115bef7d027e204e60579,3,Order&Grouping,Baseline,1,0,12.87,3,18,15,20,10,18,20,18.20,16.83
6d59e2c4a6f115bef7d027e204e60579,4,Order&Grouping,Intervention,2,0,3.00,3,12,8,14,16,15,11,12,12.67
6d59e2c4a6f115bef7d027e204e60579,1,InforOverload,Baseline,2,1,2.25,3,10,8,12,18,15,8,10.6,11.83
6d59e2c4a6f115bef7d027e204e60579,4,Order&Grouping,Intervention,1,0,3.57,3,12,9,14,19,13,9,11.4,12.67
6d59e2c4a6f115bef7d027e204e60579,5,DataPresentation,Baseline,2,1,2.97,3,12,4,10,20,4,1,6.2,8.50
6d59e2c4a6f115bef7d027e204e60579,2,InforOverload,Intervention,1,1,4.12,3,8,6,7,20,7,3,6.2,8.50
6d59e2c4a6f115bef7d027e204e60579,8,DataUnderstanding,Intervention,2,1,2.43,3,6,2,5,20,3,1,3.4,6.17
6d59e2c4a6f115bef7d027e204e60579,7,DataUnderstanding,Baseline,1,1,1.40,3,4,2,3,20,1,1,2.2,5.17
6d59e2c4a6f115bef7d027e204e60579,1,InforOverload,Baseline,1,0,3.75,3,9,3,10,19,2,2,5.2,7.50
6d59e2c4a6f115bef7d027e204e60579,5,DataPresentation,Baseline,1,0,1.72,3,12,4,13,17,3,3,7,8.67
6d59e2c4a6f115bef7d027e204e60579,8,DataUnderstanding,Intervention,1,0,4.75,3,12,10,13,14,8,4,9.4,10.17
6d59e2c4a6f115bef7d027e204e60579,7,DataUnderstanding,Baseline,2,1,3.98,3,6,5,6,15,4,2,4.6,6.33
6d59e2c4a6f115bef7d027e204e60579,6,DataPresentation,Intervention,2,1,1.08,3,6,4,5,20,2,1,3.6,6.33
6d59e2c4a6f115bef7d027e204e60579,6,DataPresentation,Intervention,1,0,1.67,3,8,5,3,18,4,2,4.4,6.67
6d59e2c4a6f115bef7d027e204e60579,2,InforOverload,Intervention,2,0,4.83,3,12,6,10,16,5,5,7.6,9.00
6d59e2c4a6f115bef7d027e204e60579,3,Order&Grouping,Baseline,2,0,2.37,3,9,5,5,20,3,1,4.6,7.17
3bb97a152c87435dd4171dc8e8169de4,8,DataUnderstanding,Intervention,1,1,6.05,4,13,1,6,20,4,0,4.80,7.33
3bb97a152c87435dd4171dc8e8169de4,6,DataPresentation,Intervention,2,1,1.27,4,3,1,1,20,1,0,1.2,4.33
3bb97a152c87435dd4171dc8e8169de4,3,Order&Grouping,Baseline,2,1,2.22,4,4,2,0,20,3,1,2,5.00
3bb97a152c87435dd4171dc8e8169de4,7,DataUnderstanding,Baseline,1,1,1.75,4,6,5,1,20,4,3,3.8,6.50
3bb97a152c87435dd4171dc8e8169de4,1,InforOverload,Baseline,1,0,1.50,4,6,1,0,19,1,4,2.4,5.17
3bb97a152c87435dd4171dc8e8169de4,3,Order&Grouping,Baseline,1,0,1.20,4,2,1,0,20,1,3,1.4,4.50
3bb97a152c87435dd4171dc8e8169de4,7,DataUnderstanding,Baseline,2,0,1.55,4,5,1,2,20,3,5,3.2,6.00
3bb97a152c87435dd4171dc8e8169de4,8,DataUnderstanding,Intervention,2,0,2.02,4,11,10,4,16,14,13,10.4,11.33
3bb97a152c87435dd4171dc8e8169de4,5,DataPresentation,Baseline,2,0,1.55,4,6,2,2,20,4,2,3.2,6.00
3bb97a152c87435dd4171dc8e8169de4,4,Order&Grouping,Intervention,1,1,1.37,4,8,4,2,19,5,2,4.2,6.67
3bb97a152c87435dd4171dc8e8169de4,5,DataPresentation,Baseline,1,1,1.80,4,12,6,3,18,9,7,7.4,9.17
3bb97a152c87435dd4171dc8e8169de4,1,InforOverload,Baseline,2,1,1.12,4,3,1,0,20,2,3,1.8,4.83
3bb97a152c87435dd4171dc8e8169de4,2,InforOverload,Intervention,2,1,1.43,4,10,7,2,16,12,1,6.4,8.00
3bb97a152c87435dd4171dc8e8169de4,2,InforOverload,Intervention,1,1,0.63,4,4,1,0,20,3,1,1.8,4.83
3bb97a152c87435dd4171dc8e8169de4,6,DataPresentation,Intervention,1,1,0.93,4,5,2,1,19,3,1,2.4,5.17
3bb97a152c87435dd4171dc8e8169de4,4,Order&Grouping,Intervention,2,0,2.28,4,16,6,2,14,16,1,8.2,9.17
9e9942286589a5d427a68a38fba831ac,2,InforOverload,Intervention,2,0,8.80,4,4,2,2,20,2,16,5.20,7.67
9e9942286589a5d427a68a38fba831ac,8,DataUnderstanding,Intervention,1,0,3.58,4,4,6,1,16,6,4,4.2,6.17
9e9942286589a5d427a68a38fba831ac,5,DataPresentation,Baseline,1,1,2.88,4,4,2,2,19,2,3,2.6,5.33
9e9942286589a5d427a68a38fba831ac,2,InforOverload,Intervention,1,1,3.90,4,6,1,1,20,8,4,4,6.67
9e9942286589a5d427a68a38fba831ac,7,DataUnderstanding,Baseline,1,1,3.05,4,2,2,1,20,1,1,1.4,4.50
9e9942286589a5d427a68a38fba831ac,4,Order&Grouping,Intervention,1,0,2.13,4,2,2,2,20,4,2,2.4,5.33
9e9942286589a5d427a68a38fba831ac,3,Order&Grouping,Baseline,1,1,1.32,4,1,1,1,20,3,2,1.6,4.67
9e9942286589a5d427a68a38fba831ac,7,DataUnderstanding,Baseline,2,1,1.98,4,2,2,1,19,2,2,1.8,4.67
9e9942286589a5d427a68a38fba831ac,4,Order&Grouping,Intervention,2,0,3.47,4,9,4,1,14,3,5,4.4,6.00
9e9942286589a5d427a68a38fba831ac,6,DataPresentation,Intervention,1,0,1.12,4,2,2,1,19,2,1,1.6,4.50
9e9942286589a5d427a68a38fba831ac,6,DataPresentation,Intervention,2,0,1.43,4,3,2,1,17,1,2,1.8,4.33
9e9942286589a5d427a68a38fba831ac,8,DataUnderstanding,Intervention,2,1,3.42,4,4,4,1,16,5,4,3.6,5.67
9e9942286589a5d427a68a38fba831ac,1,InforOverload,Baseline,1,0,2.67,4,4,3,1,14,5,4,3.4,5.17
9e9942286589a5d427a68a38fba831ac,5,DataPresentation,Baseline,2,1,2.12,4,8,1,1,15,9,3,4.4,6.17
9e9942286589a5d427a68a38fba831ac,1,InforOverload,Baseline,2,1,0.90,4,1,3,1,19,1,1,1.4,4.33
9e9942286589a5d427a68a38fba831ac,3,Order&Grouping,Baseline,2,0,2.23,4,2,3,1,16,2,3,2.2,4.50
1077fa510ea4c0ed1318aa17f5f550c4,8,DataUnderstanding,Intervention,1,0,6.28,2,6,6,2,8,3,9,5.20,5.67
1077fa510ea4c0ed1318aa17f5f550c4,8,DataUnderstanding,Intervention,2,0,1.52,2,4,4,3,10,2,2,3,4.17
1077fa510ea4c0ed1318aa17f5f550c4,2,InforOverload,Intervention,1,1,2.73,2,6,5,8,8,7,13,7.8,7.83
1077fa510ea4c0ed1318aa17f5f550c4,5,DataPresentation,Baseline,2,1,7.93,2,5,12,3,3,4,10,6.8,6.17
1077fa510ea4c0ed1318aa17f5f550c4,6,DataPresentation,Intervention,1,1,1.73,2,4,4,4,3,3,2,3.4,3.33
1077fa510ea4c0ed1318aa17f5f550c4,6,DataPresentation,Intervention,2,0,3.12,2,3,3,3,4,3,12,4.8,4.67
1077fa510ea4c0ed1318aa17f5f550c4,1,InforOverload,Baseline,1,0,1.35,2,4,4,3,3,3,5,3.8,3.67
1077fa510ea4c0ed1318aa17f5f550c4,5,DataPresentation,Baseline,1,1,2.28,2,5,5,4,2,2,6,4.4,4.00
1077fa510ea4c0ed1318aa17f5f550c4,1,InforOverload,Baseline,2,1,1.62,2,4,3,4,0,3,8,4.4,3.67
1077fa510ea4c0ed1318aa17f5f550c4,7,DataUnderstanding,Baseline,1,1,2.38,2,0,0,0,0,0,0,0,0.00
1077fa510ea4c0ed1318aa17f5f550c4,7,DataUnderstanding,Baseline,2,0,1.82,2,2,3,5,3,3,6,3.8,3.67
1077fa510ea4c0ed1318aa17f5f550c4,4,Order&Grouping,Intervention,1,0,2.85,2,5,4,3,2,4,2,3.6,3.33
1077fa510ea4c0ed1318aa17f5f550c4,2,InforOverload,Intervention,2,0,1.65,2,2,2,2,3,0,6,2.4,2.50
1077fa510ea4c0ed1318aa17f5f550c4,3,Order&Grouping,Baseline,1,1,1.57,2,0,0,1,3,2,0,0.6,1.00
1077fa510ea4c0ed1318aa17f5f550c4,4,Order&Grouping,Intervention,2,0,1.80,2,3,2,4,6,3,2,2.8,3.33
1077fa510ea4c0ed1318aa17f5f550c4,3,Order&Grouping,Baseline,2,1,2.32,2,0,0,0,0,0,0,0,0.00
03f53843dfc50bfc22163f9085aec1d2,1,InforOverload,Baseline,2,1,3.12,3,12,6,10,18,8,18,10.80,12.00
03f53843dfc50bfc22163f9085aec1d2,3,Order&Grouping,Baseline,2,0,5.05,3,16,6,10,10,18,19,13.8,13.17
03f53843dfc50bfc22163f9085aec1d2,5,DataPresentation,Baseline,1,0,4.72,3,10,6,10,2,12,18,11.2,9.67
03f53843dfc50bfc22163f9085aec1d2,4,Order&Grouping,Intervention,2,0,3.10,3,10,6,14,19,16,2,9.6,11.17
03f53843dfc50bfc22163f9085aec1d2,4,Order&Grouping,Intervention,1,0,3.55,3,10,8,16,19,10,1,9,10.67
03f53843dfc50bfc22163f9085aec1d2,5,DataPresentation,Baseline,2,0,2.72,3,12,10,11,12,16,10,11.8,11.83
03f53843dfc50bfc22163f9085aec1d2,7,DataUnderstanding,Baseline,2,1,2.05,3,8,6,16,19,4,1,7,9.00
03f53843dfc50bfc22163f9085aec1d2,8,DataUnderstanding,Intervention,2,0,2.35,3,12,8,16,18,14,10,12,13.00
03f53843dfc50bfc22163f9085aec1d2,7,DataUnderstanding,Baseline,1,0,2.23,3,18,18,18,19,16,18,17.6,17.83
03f53843dfc50bfc22163f9085aec1d2,1,InforOverload,Baseline,1,0,1.03,3,8,10,14,19,8,2,8.4,10.17
03f53843dfc50bfc22163f9085aec1d2,6,DataPresentation,Intervention,2,1,1.25,3,8,5,2,19,7,1,4.6,7.00
03f53843dfc50bfc22163f9085aec1d2,8,DataUnderstanding,Intervention,1,0,2.90,3,14,6,15,19,6,1,8.4,10.17
03f53843dfc50bfc22163f9085aec1d2,3,Order&Grouping,Baseline,1,1,2.70,3,8,6,12,12,14,8,9.6,10.00
03f53843dfc50bfc22163f9085aec1d2,2,InforOverload,Intervention,1,1,1.03,3,6,6,12,19,8,1,6.6,8.67
03f53843dfc50bfc22163f9085aec1d2,6,DataPresentation,Intervention,1,0,2.07,3,6,6,8,19,2,1,4.6,7.00
03f53843dfc50bfc22163f9085aec1d2,2,InforOverload,Intervention,2,0,3.05,3,14,9,12,4,19,18,14.4,12.67
fbe432f807f98082ec2444500ca735c1,6,DataPresentation,Intervention,2,1,0.70,4,3,2,4,11,5,5,3.80,5.00
fbe432f807f98082ec2444500ca735c1,8,DataUnderstanding,Intervention,2,0,0.40,4,3,2,5,11,3,6,3.8,5.00
fbe432f807f98082ec2444500ca735c1,2,InforOverload,Intervention,2,1,0.43,4,3,4,2,11,3,5,3.4,4.67
fbe432f807f98082ec2444500ca735c1,5,DataPresentation,Baseline,2,1,0.72,4,5,4,4,10,4,7,4.8,5.67
fbe432f807f98082ec2444500ca735c1,4,Order&Grouping,Intervention,1,0,1.48,4,3,3,4,9,7,14,6.2,6.67
fbe432f807f98082ec2444500ca735c1,7,DataUnderstanding,Baseline,1,0,0.77,4,2,1,4,10,5,12,4.8,5.67
fbe432f807f98082ec2444500ca735c1,3,Order&Grouping,Baseline,1,1,0.77,4,3,2,5,12,2,10,4.4,5.67
